open_time,close,volume,trades
2026-08-15 12:00:00,63100.55,214.37562,24069
2026-08-15 13:00:00,63096.63,202.83972,28765
2026-08-15 14:00:00,63070.5,96.56413,13868
2026-08-15 15:00:00,63057.58,294.79086,24314
2026-08-15 16:00:00,63126.08,516.06271,38007
2026-08-15 17:00:00,63103.29,55.31906,14889
2026-08-15 18:00:00,63159.04,170.99952,24950
2026-08-15 19:00:00,63135.52,95.56932,15284
2026-08-15 20:00:00,63086.01,85.33037,12138
2026-08-15 21:00:00,63085.82,94.57372,12824
2026-08-15 22:00:00,63084.78,180.55557,20465
2026-08-15 23:00:00,63121.91,245.34897,26865
2026-08-16 00:00:00,63130.0,105.94774,8652
2026-08-16 01:00:00,63090.01,130.32114,15922
2026-08-16 02:00:00,63069.43,235.12057,13694
2026-08-16 03:00:00,63069.31,280.31849,14141
2026-08-16 04:00:00,63061.02,146.93998,9244
2026-08-16 05:00:00,63072.42,108.9221,6828
2026-08-16 06:00:00,62992.69,290.93169,17494
2026-08-16 07:00:00,63008.57,133.29459,16512
2026-08-16 08:00:00,63013.66,213.61707,19833
2026-08-16 09:00:00,63021.98,78.74312,12065
2026-08-16 10:00:00,63060.01,146.76198,14107
2026-08-16 11:00:00,63102.85,159.23473,21068
2026-08-16 12:00:00,63146.39,173.3934,22199
2026-08-16 13:00:00,63260.01,394.04188,66967
2026-08-16 14:00:00,63159.3,190.81967,30109
2026-08-16 15:00:00,63140.06,89.92171,16699
2026-08-16 16:00:00,63108.81,186.2917,33299
2026-08-16 17:00:00,63067.79,122.98382,27453
2026-08-16 18:00:00,62929.61,328.59983,71458
2026-08-16 19:00:00,62913.7,453.8874,88387
2026-08-16 20:00:00,62900.0,246.66048,54009
2026-08-16 21:00:00,62917.54,577.24276,88478
2026-08-16 22:00:00,63116.12,495.52019,144653
2026-08-16 23:00:00,63403.34,459.80516,107734
2026-08-17 00:00:00,63429.21,637.65934,58474
2026-08-17 01:00:00,63532.44,714.19197,53738
2026-08-17 02:00:00,63520.18,770.70619,44253
2026-08-17 03:00:00,63667.99,312.69187,60567
2026-08-17 04:00:00,63514.45,696.41924,54190
2026-08-17 05:00:00,63380.84,520.36494,43940
2026-08-17 06:00:00,63323.96,311.26926,39221
2026-08-17 07:00:00,63692.21,683.00101,83251
2026-08-17 08:00:00,63631.1,428.28018,64642
2026-08-17 09:00:00,63554.69,405.66003,79468
2026-08-17 10:00:00,63672.36,585.29579,145130
2026-08-17 11:00:00,63902.63,583.47166,134653
2026-08-17 12:00:00,64200.0,1356.1435,165509
2026-08-17 13:00:00,64115.76,671.84426,99868
2026-08-17 14:00:00,64325.99,1418.9831,201229
2026-08-17 15:00:00,64428.87,1040.45275,156434
2026-08-17 16:00:00,64309.96,452.68874,83501
2026-08-17 17:00:00,64392.73,244.13801,61012
2026-08-17 18:00:00,64382.02,218.14648,47226
2026-08-17 19:00:00,64291.25,321.62233,39837
2026-08-17 20:00:00,64532.1,350.04837,54248
2026-08-17 21:00:00,64383.71,332.9031,60012
2026-08-17 22:00:00,64200.06,378.48537,63601
2026-08-17 23:00:00,64103.22,442.34864,76898
2026-08-18 00:00:00,64185.01,577.49413,45547
2026-08-18 01:00:00,64210.32,739.25374,41974
2026-08-18 02:00:00,64242.76,1323.90812,70644
2026-08-18 03:00:00,64318.03,694.7657,80450
2026-08-18 04:00:00,64198.97,394.05527,60261
2026-08-18 05:00:00,64296.02,402.40674,66718
2026-08-18 06:00:00,64171.95,269.49893,45561
2026-08-18 07:00:00,64202.8,219.75251,35892
2026-08-18 08:00:00,64351.19,310.52659,48834
2026-08-18 09:00:00,64230.02,236.94493,40301
2026-08-18 10:00:00,64219.99,1179.78725,126163
2026-08-18 11:00:00,64714.16,1757.31459,251794
2026-08-18 12:00:00,64855.06,513.17463,123676
2026-08-18 13:00:00,64840.0,419.07089,76505
2026-08-18 14:00:00,64670.02,400.18777,60838
2026-08-18 15:00:00,64772.0,219.3896,35455
2026-08-18 16:00:00,64643.26,185.09854,38499
2026-08-18 17:00:00,64582.39,191.92081,44252
2026-08-18 18:00:00,64604.58,187.67225,40680
2026-08-18 19:00:00,64634.0,200.09422,37209
2026-08-18 20:00:00,64725.42,213.8588,36255
2026-08-18 21:00:00,64488.0,247.80518,68139
2026-08-18 22:00:00,64400.48,314.2814,75477
2026-08-18 23:00:00,64351.9,547.93834,54869
2026-08-19 00:00:00,64330.71,258.70445,59844
2026-08-19 01:00:00,64316.22,402.06932,36820
2026-08-19 02:00:00,64236.01,258.31718,39791
2026-08-19 03:00:00,64339.8,531.39508,60116
2026-08-19 04:00:00,64296.0,630.66386,48190
2026-08-19 05:00:00,64413.95,381.23164,49947
2026-08-19 06:00:00,64427.06,228.1951,37034
2026-08-19 07:00:00,64456.71,262.84871,27343
2026-08-19 08:00:00,64515.63,286.02228,36462
2026-08-19 09:00:00,64882.15,785.09851,116151
2026-08-19 10:00:00,65012.12,1619.46727,246571
2026-08-19 11:00:00,65923.21,2365.56793,301443
2026-08-19 12:00:00,68554.0,9262.86965,912256
2026-08-19 13:00:00,68465.27,2013.58518,293998
2026-08-19 14:00:00,68197.29,1708.46485,233345
2026-08-19 15:00:00,68395.99,626.01288,158947
2026-08-19 16:00:00,68429.44,730.52396,166995
2026-08-19 17:00:00,69048.06,1419.23549,240223
2026-08-19 18:00:00,69709.46,2102.52662,480774
2026-08-19 19:00:00,69258.9,1240.65644,246594
2026-08-19 20:00:00,69334.79,830.81844,169267
2026-08-19 21:00:00,69420.0,1392.50902,233807
2026-08-19 22:00:00,69721.92,864.23959,166324
2026-08-19 23:00:00,69301.27,929.59108,172766
2026-08-20 00:00:00,69195.64,941.77624,179308
2026-08-20 01:00:00,69492.01,712.36152,127113
2026-08-20 02:00:00,69406.54,1261.47615,171545
2026-08-20 03:00:00,69851.99,1346.47743,191879
2026-08-20 04:00:00,69816.45,2107.14536,202651
2026-08-20 05:00:00,71592.1,4173.84476,552363
2026-08-20 06:00:00,71789.97,3166.23325,352397
2026-08-20 07:00:00,71995.99,2350.9646,335431
2026-08-20 08:00:00,71927.07,1357.58479,291099
2026-08-20 09:00:00,71952.04,1576.86402,318664
2026-08-20 10:00:00,71691.99,2151.9086,445326
2026-08-20 11:00:00,71826.85,1441.04171,377125
2026-08-20 12:00:00,72470.83,2926.7352,544525
2026-08-20 13:00:00,72837.15,1324.40386,300259
2026-08-20 14:00:00,72737.5,1268.41951,265124
2026-08-20 15:00:00,72431.36,968.00662,208116
2026-08-20 16:00:00,72690.76,818.65084,177706
2026-08-20 17:00:00,72671.75,871.61952,179194
2026-08-20 18:00:00,72741.81,501.87504,116602
2026-08-20 19:00:00,72676.22,520.26326,133840
2026-08-20 20:00:00,73025.15,930.8009,205950
2026-08-20 21:00:00,73708.02,1919.94005,415897
2026-08-20 22:00:00,75129.23,3173.32947,567499
