open_time,actual_range,predicted_range,baseline_range,model_error,baseline_error,hour_of_day,date,model_wins
2026-07-21 08:00:00-03:00,0.005773389612376001,0.003497824789829928,0.003047376622922383,0.002275564822546073,0.002726012989453618,8,2026-07-21,1
2026-07-21 09:00:00-03:00,0.007416973617225254,0.006679233355414733,0.005773389612376001,0.0007377402618105209,0.001643584004849253,9,2026-07-21,1
2026-07-21 10:00:00-03:00,0.004606065320911909,0.008144422482369617,0.007416973617225254,0.0035383571614577072,0.0028109082963133445,10,2026-07-21,0
2026-07-21 11:00:00-03:00,0.004870978608068128,0.00801406919781727,0.004606065320911909,0.003143090589749142,0.0002649132871562184,11,2026-07-21,0
2026-07-21 12:00:00-03:00,0.0045336772964927425,0.0054908764672328015,0.004870978608068128,0.000957199170740059,0.0003373013115753852,12,2026-07-21,0
2026-07-21 13:00:00-03:00,0.00777791790864982,0.004291205434518323,0.0045336772964927425,0.0034867124741314965,0.0032442406121570774,13,2026-07-21,0
2026-07-21 14:00:00-03:00,0.003909683285346168,0.004765881331831557,0.00777791790864982,0.0008561980464853883,0.0038682346233036517,14,2026-07-21,1
2026-07-21 15:00:00-03:00,0.003592156853302015,0.0037737546446368875,0.003909683285346168,0.00018159779133487255,0.0003175264320441533,15,2026-07-21,1
2026-07-21 16:00:00-03:00,0.002058531256771688,0.0035591172019998336,0.003592156853302015,0.0015005859452281458,0.0015336255965303271,16,2026-07-21,1
2026-07-21 17:00:00-03:00,0.001781426527076821,0.0027104077077791046,0.002058531256771688,0.0009289811807022836,0.00027710472969486684,17,2026-07-21,0
2026-07-21 18:00:00-03:00,0.0027803744026381177,0.002668946590709748,0.001781426527076821,0.00011142781192836947,0.0009989478755612967,18,2026-07-21,1
2026-07-21 19:00:00-03:00,0.005220403340577297,0.002844621588789672,0.0027803744026381177,0.0023757817517876248,0.002440028937939179,19,2026-07-21,1
2026-07-21 20:00:00-03:00,0.0032174554048073124,0.004055453673506668,0.005220403340577297,0.0008379982686993553,0.0020029479357699842,20,2026-07-21,1
2026-07-21 21:00:00-03:00,0.005707077625227099,0.004557499162153747,0.0032174554048073124,0.0011495784630733523,0.0024896222204197865,21,2026-07-21,1
2026-07-21 22:00:00-03:00,0.0035325809948167112,0.003597928887310668,0.005707077625227099,6.534789249395666e-05,0.0021744966304103877,22,2026-07-21,1
